reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,patient_cohort,number_of_presentations,number_of_presentations_flag,median_time,p90_time,peer_group_avg_p90_time
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2018-19,2018,Subsequently admitted patients,1459.0,reported,3 hrs 46 mins,6 hrs 40 mins,7 hrs 43 mins
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2019-20,2019,Subsequently admitted patients,1108.0,reported,3 hrs 46 mins,6 hrs 55 mins,7 hrs 44 mins
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2020-21,2020,Subsequently admitted patients,996.0,reported,4 hrs 23 mins,8 hrs 25 mins,8 hrs 41 mins
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2021-22,2021,Subsequently admitted patients,892.0,reported,4 hrs 45 mins,8 hrs 50 mins,9 hrs 39 mins
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2022-23,2022,Subsequently admitted patients,890.0,reported,5 hrs 16 mins,9 hrs 43 mins,10 hrs 28 mins
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2023-24,2023,Subsequently admitted patients,1058.0,reported,4 hrs 51 mins,9 hrs 25 mins,11 hrs 41 mins
Cooma Hospital and Health Service,Hospital,NSW,Small hospitals,2024-25,2024,Subsequently admitted patients,1047.0,reported,4 hrs 54 mins,9 hrs 23 mins,12 hrs 33 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2013-14,2013,All patients,3979.0,reported,0 hrs 48 mins,3 hrs 0 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2014-15,2014,All patients,3842.0,reported,0 hrs 50 mins,2 hrs 55 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2015-16,2015,All patients,4205.0,reported,0 hrs 59 mins,3 hrs 37 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2016-17,2016,All patients,4268.0,reported,1 hrs 6 mins,3 hrs 44 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2017-18,2017,All patients,4554.0,reported,0 hrs 57 mins,3 hrs 18 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2018-19,2018,All patients,5000.0,reported,0 hrs 53 mins,3 hrs 10 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2019-20,2019,All patients,4958.0,reported,0 hrs 48 mins,3 hrs 3 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2020-21,2020,All patients,5819.0,reported,0 hrs 53 mins,3 hrs 2 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2021-22,2021,All patients,5023.0,reported,1 hrs 2 mins,3 hrs 20 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2022-23,2022,All patients,5057.0,reported,1 hrs 6 mins,3 hrs 14 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2023-24,2023,All patients,5409.0,reported,1 hrs 16 mins,3 hrs 59 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2024-25,2024,All patients,5018.0,reported,1 hrs 10 mins,3 hrs 50 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2013-14,2013,Not subsequently admitted patients,3522.0,reported,0 hrs 45 mins,2 hrs 50 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2014-15,2014,Not subsequently admitted patients,3431.0,reported,0 hrs 45 mins,2 hrs 45 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2015-16,2015,Not subsequently admitted patients,3866.0,reported,0 hrs 55 mins,3 hrs 19 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2016-17,2016,Not subsequently admitted patients,3933.0,reported,1 hrs 1 mins,3 hrs 29 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2017-18,2017,Not subsequently admitted patients,4163.0,reported,0 hrs 52 mins,3 hrs 6 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2018-19,2018,Not subsequently admitted patients,4568.0,reported,0 hrs 47 mins,2 hrs 52 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2019-20,2019,Not subsequently admitted patients,4543.0,reported,0 hrs 43 mins,2 hrs 40 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2020-21,2020,Not subsequently admitted patients,5343.0,reported,0 hrs 48 mins,2 hrs 42 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2021-22,2021,Not subsequently admitted patients,4603.0,reported,0 hrs 58 mins,3 hrs 2 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2022-23,2022,Not subsequently admitted patients,4643.0,reported,1 hrs 2 mins,2 hrs 58 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2023-24,2023,Not subsequently admitted patients,5050.0,reported,1 hrs 11 mins,3 hrs 43 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2024-25,2024,Not subsequently admitted patients,4666.0,reported,1 hrs 5 mins,3 hrs 31 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2013-14,2013,Subsequently admitted patients,457.0,reported,1 hrs 35 mins,4 hrs 30 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2014-15,2014,Subsequently admitted patients,411.0,reported,1 hrs 30 mins,4 hrs 14 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2015-16,2015,Subsequently admitted patients,339.0,reported,2 hrs 10 mins,5 hrs 54 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2016-17,2016,Subsequently admitted patients,334.0,reported,2 hrs 16 mins,5 hrs 47 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2017-18,2017,Subsequently admitted patients,387.0,reported,2 hrs 1 mins,5 hrs 28 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2018-19,2018,Subsequently admitted patients,430.0,reported,2 hrs 5 mins,5 hrs 32 mins,Not peered
Coonabarabran Health Service,Hospital,NSW,Unpeered,2019-20,2019,Subsequently admitted patients,415.0,reported,2 hrs 1 mins,4 hrs 57 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2020-21,2020,Subsequently admitted patients,476.0,reported,2 hrs 4 mins,5 hrs 20 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2021-22,2021,Subsequently admitted patients,420.0,reported,2 hrs 18 mins,5 hrs 47 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2022-23,2022,Subsequently admitted patients,414.0,reported,2 hrs 18 mins,5 hrs 13 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2023-24,2023,Subsequently admitted patients,359.0,reported,2 hrs 43 mins,6 hrs 42 mins,0 hrs 0 mins
Coonabarabran Health Service,Hospital,NSW,Unpeered,2024-25,2024,Subsequently admitted patients,352.0,reported,2 hrs 42 mins,6 hrs 7 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,All patients,6118.0,reported,0 hrs 25 mins,2 hrs 45 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,All patients,3450.0,reported,0 hrs 55 mins,3 hrs 30 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,All patients,3298.0,reported,0 hrs 56 mins,3 hrs 10 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,All patients,3179.0,reported,1 hrs 6 mins,3 hrs 9 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,All patients,3252.0,reported,1 hrs 4 mins,3 hrs 12 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,All patients,3238.0,reported,0 hrs 55 mins,3 hrs 12 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,All patients,3565.0,reported,0 hrs 50 mins,3 hrs 24 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2020-21,2020,All patients,3405.0,reported,0 hrs 55 mins,4 hrs 12 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2021-22,2021,All patients,2805.0,reported,1 hrs 19 mins,4 hrs 17 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2022-23,2022,All patients,3365.0,reported,1 hrs 24 mins,4 hrs 50 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2023-24,2023,All patients,3382.0,reported,1 hrs 31 mins,5 hrs 4 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2024-25,2024,All patients,3281.0,reported,1 hrs 34 mins,5 hrs 41 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,Not subsequently admitted patients,5739.0,reported,0 hrs 20 mins,2 hrs 25 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,Not subsequently admitted patients,3017.0,reported,0 hrs 55 mins,3 hrs 15 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,Not subsequently admitted patients,2889.0,reported,0 hrs 52 mins,2 hrs 55 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,Not subsequently admitted patients,2807.0,reported,1 hrs 1 mins,3 hrs 2 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,Not subsequently admitted patients,2910.0,reported,0 hrs 58 mins,3 hrs 4 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,Not subsequently admitted patients,2908.0,reported,0 hrs 51 mins,2 hrs 57 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,Not subsequently admitted patients,3277.0,reported,0 hrs 46 mins,3 hrs 12 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2020-21,2020,Not subsequently admitted patients,3156.0,reported,0 hrs 50 mins,3 hrs 54 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2021-22,2021,Not subsequently admitted patients,2564.0,reported,1 hrs 13 mins,3 hrs 58 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2022-23,2022,Not subsequently admitted patients,3109.0,reported,1 hrs 19 mins,4 hrs 29 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2023-24,2023,Not subsequently admitted patients,3181.0,reported,1 hrs 27 mins,4 hrs 45 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2024-25,2024,Not subsequently admitted patients,3121.0,reported,1 hrs 30 mins,5 hrs 7 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,Subsequently admitted patients,379.0,reported,1 hrs 25 mins,46 hrs 10 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,Subsequently admitted patients,431.0,reported,1 hrs 0 mins,6 hrs 30 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,Subsequently admitted patients,408.0,reported,1 hrs 30 mins,3 hrs 50 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,Subsequently admitted patients,372.0,reported,1 hrs 36 mins,3 hrs 32 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,Subsequently admitted patients,342.0,reported,1 hrs 49 mins,3 hrs 41 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,Subsequently admitted patients,326.0,reported,1 hrs 45 mins,4 hrs 2 mins,Not peered
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,Subsequently admitted patients,287.0,reported,1 hrs 56 mins,5 hrs 11 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2020-21,2020,Subsequently admitted patients,249.0,reported,2 hrs 20 mins,6 hrs 44 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2021-22,2021,Subsequently admitted patients,241.0,reported,2 hrs 48 mins,7 hrs 23 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2022-23,2022,Subsequently admitted patients,256.0,reported,2 hrs 31 mins,7 hrs 26 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2023-24,2023,Subsequently admitted patients,201.0,reported,3 hrs 7 mins,10 hrs 15 mins,0 hrs 0 mins
Coonamble Multi Purpose Service,Hospital,NSW,Unpeered,2024-25,2024,Subsequently admitted patients,160.0,reported,3 hrs 53 mins,15 hrs 39 mins,0 hrs 0 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2013-14,2013,All patients,4502.0,reported,0 hrs 45 mins,3 hrs 5 mins,4 hrs 27 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2014-15,2014,All patients,4203.0,reported,0 hrs 50 mins,3 hrs 30 mins,4 hrs 27 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2015-16,2015,All patients,3949.0,reported,0 hrs 55 mins,3 hrs 33 mins,4 hrs 28 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2016-17,2016,All patients,4669.0,reported,1 hrs 4 mins,3 hrs 45 mins,4 hrs 32 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2017-18,2017,All patients,5344.0,reported,1 hrs 13 mins,4 hrs 49 mins,4 hrs 41 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2018-19,2018,All patients,5596.0,reported,1 hrs 10 mins,4 hrs 24 mins,4 hrs 49 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2019-20,2019,All patients,4938.0,reported,1 hrs 25 mins,5 hrs 4 mins,4 hrs 59 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2020-21,2020,All patients,4363.0,reported,1 hrs 51 mins,5 hrs 21 mins,5 hrs 20 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2021-22,2021,All patients,4955.0,reported,1 hrs 48 mins,5 hrs 0 mins,5 hrs 49 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2022-23,2022,All patients,5660.0,reported,1 hrs 56 mins,5 hrs 3 mins,6 hrs 6 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2023-24,2023,All patients,5442.0,reported,1 hrs 48 mins,4 hrs 46 mins,6 hrs 26 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2024-25,2024,All patients,5661.0,reported,1 hrs 52 mins,4 hrs 52 mins,6 hrs 45 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2013-14,2013,Not subsequently admitted patients,3997.0,reported,0 hrs 45 mins,3 hrs 0 mins,3 hrs 34 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2014-15,2014,Not subsequently admitted patients,3469.0,reported,0 hrs 45 mins,3 hrs 15 mins,3 hrs 34 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2015-16,2015,Not subsequently admitted patients,3257.0,reported,0 hrs 48 mins,3 hrs 21 mins,3 hrs 49 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2016-17,2016,Not subsequently admitted patients,3765.0,reported,0 hrs 58 mins,3 hrs 33 mins,3 hrs 52 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2017-18,2017,Not subsequently admitted patients,4481.0,reported,1 hrs 0 mins,4 hrs 18 mins,3 hrs 58 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2018-19,2018,Not subsequently admitted patients,4763.0,reported,1 hrs 0 mins,4 hrs 0 mins,4 hrs 4 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2019-20,2019,Not subsequently admitted patients,4278.0,reported,1 hrs 13 mins,4 hrs 39 mins,4 hrs 15 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2020-21,2020,Not subsequently admitted patients,3692.0,reported,1 hrs 42 mins,5 hrs 2 mins,4 hrs 36 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2021-22,2021,Not subsequently admitted patients,4233.0,reported,1 hrs 37 mins,4 hrs 37 mins,5 hrs 4 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2022-23,2022,Not subsequently admitted patients,4941.0,reported,1 hrs 46 mins,4 hrs 48 mins,5 hrs 20 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2023-24,2023,Not subsequently admitted patients,4735.0,reported,1 hrs 37 mins,4 hrs 24 mins,5 hrs 33 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2024-25,2024,Not subsequently admitted patients,4863.0,reported,1 hrs 42 mins,4 hrs 33 mins,5 hrs 45 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2013-14,2013,Subsequently admitted patients,505.0,reported,1 hrs 10 mins,4 hrs 5 mins,7 hrs 36 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2014-15,2014,Subsequently admitted patients,734.0,reported,1 hrs 15 mins,4 hrs 5 mins,7 hrs 42 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2015-16,2015,Subsequently admitted patients,691.0,reported,1 hrs 26 mins,4 hrs 18 mins,7 hrs 16 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2016-17,2016,Subsequently admitted patients,904.0,reported,1 hrs 36 mins,4 hrs 30 mins,7 hrs 14 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2017-18,2017,Subsequently admitted patients,862.0,reported,2 hrs 28 mins,6 hrs 38 mins,7 hrs 34 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2018-19,2018,Subsequently admitted patients,833.0,reported,2 hrs 10 mins,6 hrs 6 mins,7 hrs 43 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2019-20,2019,Subsequently admitted patients,660.0,reported,2 hrs 37 mins,6 hrs 45 mins,7 hrs 44 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2020-21,2020,Subsequently admitted patients,671.0,reported,2 hrs 43 mins,6 hrs 46 mins,8 hrs 41 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2021-22,2021,Subsequently admitted patients,720.0,reported,2 hrs 57 mins,6 hrs 35 mins,9 hrs 39 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2022-23,2022,Subsequently admitted patients,719.0,reported,3 hrs 7 mins,6 hrs 14 mins,10 hrs 28 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2023-24,2023,Subsequently admitted patients,707.0,reported,3 hrs 4 mins,5 hrs 58 mins,11 hrs 41 mins
Cootamundra Hospital,Hospital,NSW,Small hospitals,2024-25,2024,Subsequently admitted patients,797.0,reported,2 hrs 54 mins,6 hrs 15 mins,12 hrs 33 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2013-14,2013,All patients,5262.0,reported,0 hrs 57 mins,2 hrs 45 mins,4 hrs 27 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2014-15,2014,All patients,4995.0,reported,1 hrs 0 mins,2 hrs 55 mins,4 hrs 27 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2015-16,2015,All patients,5812.0,reported,1 hrs 10 mins,3 hrs 26 mins,4 hrs 28 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2016-17,2016,All patients,5482.0,reported,1 hrs 12 mins,3 hrs 17 mins,4 hrs 32 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2017-18,2017,All patients,5286.0,reported,1 hrs 10 mins,3 hrs 30 mins,4 hrs 41 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2018-19,2018,All patients,5688.0,reported,1 hrs 12 mins,3 hrs 51 mins,4 hrs 49 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2019-20,2019,All patients,5500.0,reported,1 hrs 18 mins,4 hrs 41 mins,4 hrs 59 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2020-21,2020,All patients,6485.0,reported,1 hrs 12 mins,3 hrs 52 mins,5 hrs 20 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2021-22,2021,All patients,6477.0,reported,1 hrs 9 mins,4 hrs 28 mins,5 hrs 49 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2022-23,2022,All patients,6830.0,reported,1 hrs 8 mins,4 hrs 13 mins,6 hrs 6 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2023-24,2023,All patients,6910.0,reported,1 hrs 24 mins,4 hrs 25 mins,6 hrs 26 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2024-25,2024,All patients,6931.0,reported,1 hrs 33 mins,4 hrs 41 mins,6 hrs 45 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2013-14,2013,Not subsequently admitted patients,4393.0,reported,0 hrs 48 mins,2 hrs 15 mins,3 hrs 34 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2014-15,2014,Not subsequently admitted patients,3954.0,reported,0 hrs 47 mins,2 hrs 5 mins,3 hrs 34 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2015-16,2015,Not subsequently admitted patients,5099.0,reported,1 hrs 1 mins,2 hrs 55 mins,3 hrs 49 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2016-17,2016,Not subsequently admitted patients,4769.0,reported,1 hrs 3 mins,2 hrs 51 mins,3 hrs 52 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2017-18,2017,Not subsequently admitted patients,4528.0,reported,1 hrs 0 mins,2 hrs 50 mins,3 hrs 58 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2018-19,2018,Not subsequently admitted patients,4946.0,reported,1 hrs 0 mins,3 hrs 12 mins,4 hrs 4 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2019-20,2019,Not subsequently admitted patients,4775.0,reported,1 hrs 6 mins,3 hrs 40 mins,4 hrs 15 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2020-21,2020,Not subsequently admitted patients,5783.0,reported,1 hrs 4 mins,3 hrs 14 mins,4 hrs 36 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2021-22,2021,Not subsequently admitted patients,5954.0,reported,1 hrs 2 mins,3 hrs 52 mins,5 hrs 4 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2022-23,2022,Not subsequently admitted patients,6432.0,reported,1 hrs 4 mins,3 hrs 48 mins,5 hrs 20 mins
Corowa Health Service,Hospital,NSW,Small hospitals,2023-24,2023,Not subsequently admitted patients,6383.0,reported,1 hrs 17 mins,3 hrs 58 mins,5 hrs 33 mins
