reporting_unit,reporting_unit_type,state,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag
Lithgow Hospital,Hospital,NSW,2021-22,2021,Emergency,1387.0,reported
Lithgow Hospital,Hospital,NSW,2022-23,2022,Emergency,1144.0,reported
Lithgow Hospital,Hospital,NSW,2023-24,2023,Emergency,1549.0,reported
Lithgow Hospital,Hospital,NSW,2024-25,2024,Emergency,1398.0,reported
Lithgow Hospital,Hospital,NSW,2011-12,2011,Non-Urgent,3324.0,reported
Lithgow Hospital,Hospital,NSW,2012-13,2012,Non-Urgent,2938.0,reported
Lithgow Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,2760.0,reported
Lithgow Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,2581.0,reported
Lithgow Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,2045.0,reported
Lithgow Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,1906.0,reported
Lithgow Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,1585.0,reported
Lithgow Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,1542.0,reported
Lithgow Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,1722.0,reported
Lithgow Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,1975.0,reported
Lithgow Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,1764.0,reported
Lithgow Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,2117.0,reported
Lithgow Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,2650.0,reported
Lithgow Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,2774.0,reported
Lithgow Hospital,Hospital,NSW,2011-12,2011,Resuscitation,53.0,reported
Lithgow Hospital,Hospital,NSW,2012-13,2012,Resuscitation,47.0,reported
Lithgow Hospital,Hospital,NSW,2013-14,2013,Resuscitation,45.0,reported
Lithgow Hospital,Hospital,NSW,2014-15,2014,Resuscitation,59.0,reported
Lithgow Hospital,Hospital,NSW,2015-16,2015,Resuscitation,53.0,reported
Lithgow Hospital,Hospital,NSW,2016-17,2016,Resuscitation,65.0,reported
Lithgow Hospital,Hospital,NSW,2017-18,2017,Resuscitation,59.0,reported
Lithgow Hospital,Hospital,NSW,2018-19,2018,Resuscitation,61.0,reported
Lithgow Hospital,Hospital,NSW,2019-20,2019,Resuscitation,43.0,reported
Lithgow Hospital,Hospital,NSW,2020-21,2020,Resuscitation,43.0,reported
Lithgow Hospital,Hospital,NSW,2021-22,2021,Resuscitation,52.0,reported
Lithgow Hospital,Hospital,NSW,2022-23,2022,Resuscitation,44.0,reported
Lithgow Hospital,Hospital,NSW,2023-24,2023,Resuscitation,54.0,reported
Lithgow Hospital,Hospital,NSW,2024-25,2024,Resuscitation,79.0,reported
Lithgow Hospital,Hospital,NSW,2011-12,2011,Semi-Urgent,5950.0,reported
Lithgow Hospital,Hospital,NSW,2012-13,2012,Semi-Urgent,5945.0,reported
Lithgow Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,5290.0,reported
Lithgow Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,5397.0,reported
Lithgow Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,5196.0,reported
Lithgow Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,5178.0,reported
Lithgow Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,5178.0,reported
Lithgow Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,5737.0,reported
Lithgow Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,5379.0,reported
Lithgow Hospital,Hospital,NSW,2020-21,2020,Semi-Urgent,5035.0,reported
Lithgow Hospital,Hospital,NSW,2021-22,2021,Semi-Urgent,4500.0,reported
Lithgow Hospital,Hospital,NSW,2022-23,2022,Semi-Urgent,5499.0,reported
Lithgow Hospital,Hospital,NSW,2023-24,2023,Semi-Urgent,5439.0,reported
Lithgow Hospital,Hospital,NSW,2024-25,2024,Semi-Urgent,5282.0,reported
Lithgow Hospital,Hospital,NSW,2011-12,2011,Urgent,2773.0,reported
Lithgow Hospital,Hospital,NSW,2012-13,2012,Urgent,2974.0,reported
Lithgow Hospital,Hospital,NSW,2013-14,2013,Urgent,3467.0,reported
Lithgow Hospital,Hospital,NSW,2014-15,2014,Urgent,3278.0,reported
Lithgow Hospital,Hospital,NSW,2015-16,2015,Urgent,3756.0,reported
Lithgow Hospital,Hospital,NSW,2016-17,2016,Urgent,3877.0,reported
Lithgow Hospital,Hospital,NSW,2017-18,2017,Urgent,4292.0,reported
Lithgow Hospital,Hospital,NSW,2018-19,2018,Urgent,4520.0,reported
Lithgow Hospital,Hospital,NSW,2019-20,2019,Urgent,3341.0,reported
Lithgow Hospital,Hospital,NSW,2020-21,2020,Urgent,3423.0,reported
Lithgow Hospital,Hospital,NSW,2021-22,2021,Urgent,3725.0,reported
Lithgow Hospital,Hospital,NSW,2022-23,2022,Urgent,3781.0,reported
Lithgow Hospital,Hospital,NSW,2023-24,2023,Urgent,3750.0,reported
Lithgow Hospital,Hospital,NSW,2024-25,2024,Urgent,3972.0,reported
Liverpool Hospital,Hospital,NSW,2011-12,2011,Emergency,10793.0,reported
Liverpool Hospital,Hospital,NSW,2012-13,2012,Emergency,10864.0,reported
Liverpool Hospital,Hospital,NSW,2013-14,2013,Emergency,12817.0,reported
Liverpool Hospital,Hospital,NSW,2014-15,2014,Emergency,13449.0,reported
Liverpool Hospital,Hospital,NSW,2015-16,2015,Emergency,13650.0,reported
Liverpool Hospital,Hospital,NSW,2016-17,2016,Emergency,15026.0,reported
Liverpool Hospital,Hospital,NSW,2017-18,2017,Emergency,17268.0,reported
Liverpool Hospital,Hospital,NSW,2018-19,2018,Emergency,19841.0,reported
Liverpool Hospital,Hospital,NSW,2019-20,2019,Emergency,20700.0,reported
Liverpool Hospital,Hospital,NSW,2020-21,2020,Emergency,21330.0,reported
Liverpool Hospital,Hospital,NSW,2021-22,2021,Emergency,21857.0,reported
Liverpool Hospital,Hospital,NSW,2022-23,2022,Emergency,22310.0,reported
Liverpool Hospital,Hospital,NSW,2023-24,2023,Emergency,23521.0,reported
Liverpool Hospital,Hospital,NSW,2024-25,2024,Emergency,20665.0,reported
Liverpool Hospital,Hospital,NSW,2011-12,2011,Non-Urgent,4990.0,reported
Liverpool Hospital,Hospital,NSW,2012-13,2012,Non-Urgent,4616.0,reported
Liverpool Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,4953.0,reported
Liverpool Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,5481.0,reported
Liverpool Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,6145.0,reported
Liverpool Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,4892.0,reported
Liverpool Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,5088.0,reported
Liverpool Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,5584.0,reported
Liverpool Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,6719.0,reported
Liverpool Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,4326.0,reported
Liverpool Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,5541.0,reported
Liverpool Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,3337.0,reported
Liverpool Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,3766.0,reported
Liverpool Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,4153.0,reported
Liverpool Hospital,Hospital,NSW,2011-12,2011,Resuscitation,659.0,reported
Liverpool Hospital,Hospital,NSW,2012-13,2012,Resuscitation,580.0,reported
Liverpool Hospital,Hospital,NSW,2013-14,2013,Resuscitation,614.0,reported
Liverpool Hospital,Hospital,NSW,2014-15,2014,Resuscitation,583.0,reported
Liverpool Hospital,Hospital,NSW,2015-16,2015,Resuscitation,591.0,reported
Liverpool Hospital,Hospital,NSW,2016-17,2016,Resuscitation,642.0,reported
Liverpool Hospital,Hospital,NSW,2017-18,2017,Resuscitation,791.0,reported
Liverpool Hospital,Hospital,NSW,2018-19,2018,Resuscitation,1017.0,reported
Liverpool Hospital,Hospital,NSW,2019-20,2019,Resuscitation,1180.0,reported
Liverpool Hospital,Hospital,NSW,2020-21,2020,Resuscitation,1177.0,reported
Liverpool Hospital,Hospital,NSW,2021-22,2021,Resuscitation,1201.0,reported
Liverpool Hospital,Hospital,NSW,2022-23,2022,Resuscitation,1574.0,reported
Liverpool Hospital,Hospital,NSW,2023-24,2023,Resuscitation,1513.0,reported
Liverpool Hospital,Hospital,NSW,2024-25,2024,Resuscitation,1341.0,reported
Liverpool Hospital,Hospital,NSW,2011-12,2011,Semi-Urgent,15491.0,reported
Liverpool Hospital,Hospital,NSW,2012-13,2012,Semi-Urgent,17797.0,reported
Liverpool Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,18317.0,reported
Liverpool Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,19341.0,reported
Liverpool Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,20094.0,reported
Liverpool Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,19652.0,reported
Liverpool Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,19948.0,reported
Liverpool Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,19387.0,reported
Liverpool Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,19098.0,reported
Liverpool Hospital,Hospital,NSW,2020-21,2020,Semi-Urgent,17614.0,reported
Liverpool Hospital,Hospital,NSW,2021-22,2021,Semi-Urgent,17074.0,reported
Liverpool Hospital,Hospital,NSW,2022-23,2022,Semi-Urgent,17216.0,reported
Liverpool Hospital,Hospital,NSW,2023-24,2023,Semi-Urgent,16645.0,reported
Liverpool Hospital,Hospital,NSW,2024-25,2024,Semi-Urgent,19271.0,reported
Liverpool Hospital,Hospital,NSW,2011-12,2011,Urgent,33756.0,reported
Liverpool Hospital,Hospital,NSW,2012-13,2012,Urgent,35884.0,reported
Liverpool Hospital,Hospital,NSW,2013-14,2013,Urgent,39213.0,reported
Liverpool Hospital,Hospital,NSW,2014-15,2014,Urgent,39185.0,reported
Liverpool Hospital,Hospital,NSW,2015-16,2015,Urgent,41562.0,reported
Liverpool Hospital,Hospital,NSW,2016-17,2016,Urgent,42900.0,reported
Liverpool Hospital,Hospital,NSW,2017-18,2017,Urgent,45333.0,reported
Liverpool Hospital,Hospital,NSW,2018-19,2018,Urgent,47322.0,reported
Liverpool Hospital,Hospital,NSW,2019-20,2019,Urgent,44024.0,reported
Liverpool Hospital,Hospital,NSW,2020-21,2020,Urgent,42753.0,reported
Liverpool Hospital,Hospital,NSW,2021-22,2021,Urgent,38974.0,reported
Liverpool Hospital,Hospital,NSW,2022-23,2022,Urgent,42148.0,reported
Liverpool Hospital,Hospital,NSW,2023-24,2023,Urgent,44162.0,reported
Liverpool Hospital,Hospital,NSW,2024-25,2024,Urgent,45380.0,reported
Lockhart Hospital,Hospital,NSW,2013-14,2013,Emergency,34.0,reported
Lockhart Hospital,Hospital,NSW,2014-15,2014,Emergency,22.0,reported
Lockhart Hospital,Hospital,NSW,2015-16,2015,Emergency,23.0,reported
Lockhart Hospital,Hospital,NSW,2016-17,2016,Emergency,25.0,reported
Lockhart Hospital,Hospital,NSW,2017-18,2017,Emergency,37.0,reported
Lockhart Hospital,Hospital,NSW,2018-19,2018,Emergency,49.0,reported
Lockhart Hospital,Hospital,NSW,2019-20,2019,Emergency,59.0,reported
Lockhart Hospital,Hospital,NSW,2020-21,2020,Emergency,56.0,reported
Lockhart Hospital,Hospital,NSW,2021-22,2021,Emergency,51.0,reported
Lockhart Hospital,Hospital,NSW,2022-23,2022,Emergency,32.0,reported
Lockhart Hospital,Hospital,NSW,2023-24,2023,Emergency,68.0,reported
Lockhart Hospital,Hospital,NSW,2024-25,2024,Emergency,74.0,reported
Lockhart Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,540.0,reported
Lockhart Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,672.0,reported
Lockhart Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,891.0,reported
Lockhart Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,1036.0,reported
Lockhart Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,774.0,reported
Lockhart Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,948.0,reported
Lockhart Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,730.0,reported
Lockhart Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,444.0,reported
Lockhart Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,380.0,reported
Lockhart Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,508.0,reported
Lockhart Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,509.0,reported
Lockhart Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,653.0,reported
Lockhart Hospital,Hospital,NSW,2013-14,2013,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2014-15,2014,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2015-16,2015,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2016-17,2016,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2017-18,2017,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2018-19,2018,Resuscitation,0.0,reported
Lockhart Hospital,Hospital,NSW,2019-20,2019,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2020-21,2020,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2021-22,2021,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2022-23,2022,Resuscitation,0.0,reported
Lockhart Hospital,Hospital,NSW,2023-24,2023,Resuscitation,0.0,reported
Lockhart Hospital,Hospital,NSW,2024-25,2024,Resuscitation,,suppressed_small_count
Lockhart Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,191.0,reported
Lockhart Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,209.0,reported
Lockhart Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,200.0,reported
Lockhart Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,273.0,reported
Lockhart Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,270.0,reported
Lockhart Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,330.0,reported
Lockhart Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,260.0,reported
Lockhart Hospital,Hospital,NSW,2020-21,2020,Semi-Urgent,198.0,reported
Lockhart Hospital,Hospital,NSW,2021-22,2021,Semi-Urgent,219.0,reported
Lockhart Hospital,Hospital,NSW,2022-23,2022,Semi-Urgent,246.0,reported
Lockhart Hospital,Hospital,NSW,2023-24,2023,Semi-Urgent,301.0,reported
Lockhart Hospital,Hospital,NSW,2024-25,2024,Semi-Urgent,251.0,reported
Lockhart Hospital,Hospital,NSW,2013-14,2013,Urgent,81.0,reported
Lockhart Hospital,Hospital,NSW,2014-15,2014,Urgent,124.0,reported
Lockhart Hospital,Hospital,NSW,2015-16,2015,Urgent,97.0,reported
Lockhart Hospital,Hospital,NSW,2016-17,2016,Urgent,118.0,reported
Lockhart Hospital,Hospital,NSW,2017-18,2017,Urgent,175.0,reported
Lockhart Hospital,Hospital,NSW,2018-19,2018,Urgent,196.0,reported
Lockhart Hospital,Hospital,NSW,2019-20,2019,Urgent,205.0,reported
Lockhart Hospital,Hospital,NSW,2020-21,2020,Urgent,194.0,reported
Lockhart Hospital,Hospital,NSW,2021-22,2021,Urgent,172.0,reported
Lockhart Hospital,Hospital,NSW,2022-23,2022,Urgent,164.0,reported
Lockhart Hospital,Hospital,NSW,2023-24,2023,Urgent,251.0,reported
Lockhart Hospital,Hospital,NSW,2024-25,2024,Urgent,226.0,reported
Macksville District Hospital,Hospital,NSW,2013-14,2013,Emergency,1260.0,reported
Macksville District Hospital,Hospital,NSW,2014-15,2014,Emergency,1098.0,reported
Macksville District Hospital,Hospital,NSW,2015-16,2015,Emergency,1334.0,reported
Macksville District Hospital,Hospital,NSW,2016-17,2016,Emergency,1450.0,reported
Macksville District Hospital,Hospital,NSW,2017-18,2017,Emergency,1483.0,reported
Macksville District Hospital,Hospital,NSW,2018-19,2018,Emergency,1557.0,reported
Macksville District Hospital,Hospital,NSW,2019-20,2019,Emergency,1492.0,reported
Macksville District Hospital,Hospital,NSW,2020-21,2020,Emergency,1297.0,reported
Macksville District Hospital,Hospital,NSW,2021-22,2021,Emergency,1474.0,reported
Macksville District Hospital,Hospital,NSW,2022-23,2022,Emergency,1538.0,reported
Macksville District Hospital,Hospital,NSW,2023-24,2023,Emergency,1598.0,reported
Macksville District Hospital,Hospital,NSW,2024-25,2024,Emergency,1483.0,reported
Macksville District Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,1506.0,reported
Macksville District Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,1676.0,reported
Macksville District Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,1889.0,reported
Macksville District Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,2382.0,reported
Macksville District Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,2933.0,reported
Macksville District Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,2382.0,reported
Macksville District Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,1924.0,reported
Macksville District Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,2010.0,reported
Macksville District Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,1902.0,reported
Macksville District Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,1906.0,reported
Macksville District Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,2025.0,reported
Macksville District Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,2645.0,reported
Macksville District Hospital,Hospital,NSW,2013-14,2013,Resuscitation,55.0,reported
Macksville District Hospital,Hospital,NSW,2014-15,2014,Resuscitation,56.0,reported
Macksville District Hospital,Hospital,NSW,2015-16,2015,Resuscitation,67.0,reported
Macksville District Hospital,Hospital,NSW,2016-17,2016,Resuscitation,48.0,reported
Macksville District Hospital,Hospital,NSW,2017-18,2017,Resuscitation,55.0,reported
Macksville District Hospital,Hospital,NSW,2018-19,2018,Resuscitation,59.0,reported
Macksville District Hospital,Hospital,NSW,2019-20,2019,Resuscitation,38.0,reported
Macksville District Hospital,Hospital,NSW,2020-21,2020,Resuscitation,35.0,reported
Macksville District Hospital,Hospital,NSW,2021-22,2021,Resuscitation,44.0,reported
Macksville District Hospital,Hospital,NSW,2022-23,2022,Resuscitation,66.0,reported
Macksville District Hospital,Hospital,NSW,2023-24,2023,Resuscitation,58.0,reported
Macksville District Hospital,Hospital,NSW,2024-25,2024,Resuscitation,54.0,reported
Macksville District Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,5346.0,reported
Macksville District Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,5974.0,reported
Macksville District Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,5764.0,reported
Macksville District Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,5777.0,reported
Macksville District Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,6413.0,reported
Macksville District Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,5924.0,reported
Macksville District Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,5650.0,reported
Macksville District Hospital,Hospital,NSW,2020-21,2020,Semi-Urgent,6101.0,reported
Macksville District Hospital,Hospital,NSW,2021-22,2021,Semi-Urgent,5184.0,reported
Macksville District Hospital,Hospital,NSW,2022-23,2022,Semi-Urgent,5695.0,reported
Macksville District Hospital,Hospital,NSW,2023-24,2023,Semi-Urgent,5661.0,reported
Macksville District Hospital,Hospital,NSW,2024-25,2024,Semi-Urgent,5804.0,reported
Macksville District Hospital,Hospital,NSW,2013-14,2013,Urgent,4270.0,reported
Macksville District Hospital,Hospital,NSW,2014-15,2014,Urgent,3977.0,reported
Macksville District Hospital,Hospital,NSW,2015-16,2015,Urgent,4464.0,reported
Macksville District Hospital,Hospital,NSW,2016-17,2016,Urgent,4185.0,reported
Macksville District Hospital,Hospital,NSW,2017-18,2017,Urgent,4156.0,reported
Macksville District Hospital,Hospital,NSW,2018-19,2018,Urgent,4246.0,reported
Macksville District Hospital,Hospital,NSW,2019-20,2019,Urgent,4284.0,reported
Macksville District Hospital,Hospital,NSW,2020-21,2020,Urgent,4107.0,reported
Macksville District Hospital,Hospital,NSW,2021-22,2021,Urgent,4131.0,reported
Macksville District Hospital,Hospital,NSW,2022-23,2022,Urgent,4508.0,reported
Macksville District Hospital,Hospital,NSW,2023-24,2023,Urgent,4727.0,reported
Macksville District Hospital,Hospital,NSW,2024-25,2024,Urgent,4143.0,reported
Maclean District Hospital,Hospital,NSW,2011-12,2011,Emergency,1629.0,reported
Maclean District Hospital,Hospital,NSW,2012-13,2012,Emergency,1199.0,reported
Maclean District Hospital,Hospital,NSW,2013-14,2013,Emergency,1115.0,reported
Maclean District Hospital,Hospital,NSW,2014-15,2014,Emergency,1214.0,reported
Maclean District Hospital,Hospital,NSW,2015-16,2015,Emergency,1289.0,reported
Maclean District Hospital,Hospital,NSW,2016-17,2016,Emergency,1479.0,reported
Maclean District Hospital,Hospital,NSW,2017-18,2017,Emergency,1333.0,reported
Maclean District Hospital,Hospital,NSW,2018-19,2018,Emergency,1197.0,reported
Maclean District Hospital,Hospital,NSW,2019-20,2019,Emergency,1190.0,reported
Maclean District Hospital,Hospital,NSW,2020-21,2020,Emergency,1293.0,reported
Maclean District Hospital,Hospital,NSW,2021-22,2021,Emergency,1263.0,reported
Maclean District Hospital,Hospital,NSW,2022-23,2022,Emergency,1145.0,reported
Maclean District Hospital,Hospital,NSW,2023-24,2023,Emergency,1323.0,reported
Maclean District Hospital,Hospital,NSW,2024-25,2024,Emergency,1447.0,reported
Maclean District Hospital,Hospital,NSW,2011-12,2011,Non-Urgent,2523.0,reported
Maclean District Hospital,Hospital,NSW,2012-13,2012,Non-Urgent,1754.0,reported
Maclean District Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,1415.0,reported
Maclean District Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,1276.0,reported
Maclean District Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,1026.0,reported
Maclean District Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,1115.0,reported
Maclean District Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,1785.0,reported
Maclean District Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,1611.0,reported
Maclean District Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,1235.0,reported
Maclean District Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,1277.0,reported
